ACC1002, WEDNESDAY, 1000, 1200, UT-AUD1, 2, V1
CS3211, MONDAY, 1000, 1100, COM1-0203, 2, 2
CS3211, MONDAY, 1400, 1500, COM1-0203, 2, 3
CS3211, MONDAY, 1500, 1600, COM1-0203, 2, 4
CS3217, MONDAY, 1500, 1700, VCRm, 2, 1
CS3217, FRIDAY, 1600, 1700, VCRm, 2, 1
CS3217, MONDAY, 1000, 1100, COM1-0218, 2, 1
CS3217, MONDAY, 1400, 1500, COM1-0218, 2, 2
CS3217, TUESDAY, 1600, 1700, COM1-0218, 2, 3
CS3218, FRIDAY, 1400, 1600, SR@LT19, 2, 1
CS3218, WEDNESDAY, 1400, 1500, COM1-0211, 2, 1
CS3218, WEDNESDAY, 1500, 1600, COM1-0211, 2, 2
CS3223, THURSDAY, 1600, 1800, COM1-0204, 2, 1
CS3223, FRIDAY, 900, 1000, COM1-0209, 2, 1
CS3223, FRIDAY, 1000, 1100, COM1-0209, 2, 2
CS3223, FRIDAY, 1100, 1200, COM1-0209, 2, 3
CS3225, WEDNESDAY, 1400, 1600, SR@LT19, 2, 1
CS3225, FRIDAY, 1200, 1300, COM1-0209, 2, 1
CS3225, FRIDAY, 1300, 1400, COM1-0209, 2, 2
CS3230, WEDNESDAY, 1200, 1400, LT15, 2, 1
CS3230, MONDAY, 1500, 1600, COM1-0207, 2, 1
CS3230, MONDAY, 1600, 1700, COM1-0207, 2, 2
CS3230, MONDAY, 1700, 1800, COM1-0207, 2, 3
CS3230, THURSDAY, 900, 1000, COM1-0207, 2, 4
CS3230, THURSDAY, 1000, 1100, COM1-0207, 2, 5
CS3230, THURSDAY, 1100, 1200, COM1-0207, 2, 6
CS3233, WEDNESDAY, 1800, 2200, COM1-B109, 2, 1
CS3234, TUESDAY, 1600, 1800, VCRm, 2, 1
CS3234, WEDNESDAY, 1000, 1200, COM1-0120, 2, 1
CS3234, WEDNESDAY, 1200, 1400, COM1-0120, 2, 2
CS3234, FRIDAY, 1600, 1700, COM1-0209, 2, 1
CS3234, FRIDAY, 1700, 1800, COM1-0209, 2, 2
CS3240, TUESDAY, 900, 1100, COM1-0202, 2, 1
CS3240, TUESDAY, 1830, 2030, COM1-0202, 2, 2
CS3240, THURSDAY, 1000, 1200, AS6-0421, 2, 1
CS3240, FRIDAY, 1400, 1600, AS6-0421, 2, 2
CS3240, FRIDAY, 1600, 1800, AS6-0421, 2, 3
CS3240, WEDNESDAY, 1400, 1600, AS6-0421, 2, 4
CS3240, TUESDAY, 2030, 2130, COM1-0202, 2, 1
CS3240, TUESDAY, 1100, 1200, COM1-0202, 2, 2
CS3241, THURSDAY, 1000, 1200, LT15, 2, 1
CS3241, TUESDAY, 1200, 1300, AS6-0426, 2, 1
CS3241, TUESDAY, 1300, 1400, AS6-0426, 2, 2
CS3241, TUESDAY, 1400, 1500, AS6-0426, 2, 3
CS3241, TUESDAY, 1500, 1600, AS6-0426, 2, 4
CS3241, TUESDAY, 1600, 1700, AS6-0426, 2, 5
CS3241, WEDNESDAY, 1300, 1400, COM1-0207, 2, 1
CS3241, WEDNESDAY, 1400, 1500, COM1-0207, 2, 2
CS3241, WEDNESDAY, 1500, 1600, COM1-0207, 2, 3
CS3241, WEDNESDAY, 900, 1000, COM1-0209, 2, 4
CS3241, WEDNESDAY, 1000, 1100, COM1-0209, 2, 5
CS3242, FRIDAY, 1600, 1800, LT19, 2, 1
CS3242, MONDAY, 1200, 1400, AS6-0426, 2, 1
CS3242, THURSDAY, 1600, 1800, AS6-0426, 2, 3
CS3243, FRIDAY, 1400, 1600, LT19, 2, 1
CS3243, MONDAY, 900, 1000, COM1-0208, 2, 1
CS3243, MONDAY, 1000, 1100, COM1-0208, 2, 2
CS3243, MONDAY, 1100, 1200, COM1-0208, 2, 3
CS3243, MONDAY, 1200, 1300, COM1-0208, 2, 4
CS3243, TUESDAY, 1200, 1300, COM1-0209, 2, 5
CS3243, TUESDAY, 1300, 1400, COM1-0209, 2, 6
CS3245, FRIDAY, 1100, 1300, VCRm, 2, 1
CS3245, THURSDAY, 1400, 1500, COM1-0207, 2, 1
CS3245, THURSDAY, 1300, 1400, COM1-0207, 2, 2
CS3245, FRIDAY, 1000, 1100, COM1-0210, 2, 3
CS3247, TUESDAY, 1200, 1400, LT15, 2, 1
CS3247, MONDAY, 1600, 1800, AS6-0426, 2, 1
CS3247, FRIDAY, 1200, 1400, AS6-0426, 2, 2
CS3247, TUESDAY, 1500, 1600, COM2-0108, 2, 1
CS3247, TUESDAY, 1600, 1700, COM2-0108, 2, 2
CS3247, TUESDAY, 1700, 1800, COM2-0108, 2, 3
CS3249, THURSDAY, 1400, 1600, COM1-0204, 2, 1
CS3249, TUESDAY, 1000, 1200, AS6-0426, 2, 1
CS3249, MONDAY, 1000, 1200, AS6-0426, 2, 2
CS3249, TUESDAY, 1400, 1600, AS6-0425, 2, 3
CS3249, MONDAY, 1400, 1600, AS6-0426, 2, 4
CS3282, FRIDAY, 1600, 1800, COM1-0212, 2, 1
CS3284, FRIDAY, 1600, 1800, i3-DV22, 2, 1
CS3343, WEDNESDAY, 1400, 1600, VCRm, 2, 1
CS3343, MONDAY, 1400, 1600, AS6-0421, 2, 1
CS3343, MONDAY, 1600, 1800, AS6-0421, 2, 2
CS3343, MONDAY, 1000, 1200, AS6-0421, 2, 3
CS3882, WEDNESDAY, 900, 1100, VCRm, 2, 1
CS4215, TUESDAY, 1000, 1200, COM1-0204, 2, 1
CS4215, WEDNESDAY, 1000, 1200, i3-0346, 2, 1
CS4215, WEDNESDAY, 1200, 1400, i3-0346, 2, 2
CS4218, TUESDAY, 1400, 1600, LT19, 2, 1
CS4218, WEDNESDAY, 1000, 1100, COM1-0113, 2, 1
CS4218, WEDNESDAY, 1100, 1200, COM1-0113, 2, 2
CS4218, WEDNESDAY, 1000, 1100, COM1-0114, 2, 3
CS4218, WEDNESDAY, 1100, 1200, COM1-0114, 2, 4
CS4220, THURSDAY, 1400, 1700, SR@LT19, 2, 1
CS4222, MONDAY, 900, 1200, COM1-0212, 2, 1
CS4222, WEDNESDAY, 1100, 1200, COM1-0211, 2, 2
CS4222, WEDNESDAY, 1200, 1300, COM1-0211, 2, 3
CS4231, TUESDAY, 900, 1200, COM1-0212, 2, 1
CS4236, THURSDAY, 900, 1200, COM1-0212, 2, 1
CS4236, TUESDAY, 1500, 1600, COM1-0207, 2, 1
CS4236, TUESDAY, 1600, 1700, COM1-0207, 2, 2
CS4236, TUESDAY, 1700, 1800, COM1-0207, 2, 3
CS4242, MONDAY, 1830, 2030, COM1-0212, 2, 1
CS4242, MONDAY, 2030, 2230, COM1-0212, 2, 1
CS4242, FRIDAY, 1400, 1600, COM1-0209, 2, 2
CS4244, WEDNESDAY, 900, 1100, LT15, 2, 1
CS4244, MONDAY, 1300, 1400, COM1-0211, 2, 1
CS4244, THURSDAY, 1700, 1800, COM1-0211, 2, 3
CS4247, FRIDAY, 900, 1200, LT15, 2, 1
CS4340, WEDNESDAY, 1200, 1400, VCRm, 2, 1
CS4340, TUESDAY, 1000, 1200, AS6-0421, 2, 1
CS4340, TUESDAY, 1200, 1400, AS6-0421, 2, 2
CS4347, WEDNESDAY, 900, 1100, COM1-0204, 2, 1
CS4347, TUESDAY, 1400, 1500, AS6-0421, 2, 1
CS4347, TUESDAY, 1500, 1600, AS6-0421, 2, 2
CS4347, TUESDAY, 1600, 1700, AS6-0421, 2, 3
CS4880, MONDAY, 1830, 2130, VCRm, 2, 1
CS5214, FRIDAY, 1830, 2030, COM1-0204, 2, 1
CS5218, THURSDAY, 1830, 2030, COM1-0212, 2, 1
CS5222, THURSDAY, 1830, 2030, VCRm, 2, 1
CS5230, TUESDAY, 1830, 2130, VCRm, 2, 1
CS5231, THURSDAY, 1830, 2030, LT15, 2, 1
CS5232, MONDAY, 1830, 2030, LT19, 2, 1
CS5233, WEDNESDAY, 1830, 2030, COM1-0212, 2, 1
CS5241, TUESDAY, 1830, 2030, COM1-0208, 2, 1
CS5272, WEDNESDAY, 1830, 2030, VCRm, 2, 1
CS5331, FRIDAY, 1830, 2030, LT19, 2, 1
CS5342, WEDNESDAY, 1830, 2030, COM1-0204, 2, 1
CZ5226, THURSDAY, 1400, 1600, S16-0307, 2, SL1
DSC1007, TUESDAY, 1400, 1700, BIZ1-0202, 2, B1
DSC1007, TUESDAY, 1400, 1700, BIZ1-0201, 2, B2
DSC1007, TUESDAY, 800, 1100, BIZ1-0205, 2, B3
DSC1007, TUESDAY, 800, 1100, BIZ1-0203, 2, B4
DSC1007, FRIDAY, 1400, 1700, BIZ1-0201, 2, B5
DSC1007, FRIDAY, 1400, 1700, BIZ1-0202, 2, B6
DSC1007, FRIDAY, 800, 1100, BIZ1-0203, 2, B7
DSC1007, FRIDAY, 800, 1100, BIZ1-0205, 2, B8
DSC1007X, THURSDAY, 1400, 1600, LT17, 2, Q1
DSC1007X, WEDNESDAY, 900, 1000, BIZ2-0228, 2, Q01
DSC1007X, WEDNESDAY, 1000, 1100, BIZ2-0228, 2, Q02
DSC1007X, WEDNESDAY, 1100, 1200, BIZ2-0228, 2, Q03
DSC2006, TUESDAY, 1200, 1400, LT16, 2, F1
DSC2006, TUESDAY, 1600, 1800, LT16, 2, F2
DSC2006, TUESDAY, 1100, 1200, BIZ2-0301, 2, F01
DSC2006, TUESDAY, 1200, 1300, BIZ2-0301, 2, F02
DSC2006, TUESDAY, 1300, 1400, BIZ2-0201, 2, F03
DSC2006, TUESDAY, 1400, 1500, BIZ2-0201, 2, F04
DSC2006, TUESDAY, 1500, 1600, BIZ2-0201, 2, F05
DSC2006, WEDNESDAY, 800, 900, BIZ2-0413A, 2, F10
DSC2006, WEDNESDAY, 900, 1000, BIZ2-0413A, 2, F11
DSC2006, WEDNESDAY, 1000, 1100, BIZ2-0413A, 2, F12
DSC2006, WEDNESDAY, 1100, 1200, BIZ2-0413A, 2, F13
DSC2006, WEDNESDAY, 1200, 1300, BIZ2-0413A, 2, F14
DSC2006, WEDNESDAY, 1300, 1400, BIZ2-0413A, 2, F15
DSC2006, WEDNESDAY, 1400, 1500, BIZ2-0413A, 2, F16
DSC2006, FRIDAY, 1200, 1300, BIZ2-0227, 2, F17
DSC2006, FRIDAY, 1300, 1400, BIZ2-0227, 2, F18
DSC2006, FRIDAY, 1400, 1500, BIZ2-0227, 2, F19
DSC2006, FRIDAY, 1500, 1600, BIZ2-0227, 2, F20
DSC2006, FRIDAY, 1600, 1700, BIZ2-0227, 2, F21
DSC2008, THURSDAY, 1200, 1400, LT16, 2, W1
DSC2008, WEDNESDAY, 900, 1000, BIZ2-0404, 2, W01
DSC2008, WEDNESDAY, 900, 1000, BIZ2-0404, 2, W01
DSC2008, WEDNESDAY, 1000, 1100, BIZ2-0404, 2, W02
DSC2008, WEDNESDAY, 1000, 1100, BIZ2-0404, 2, W02
DSC2008, FRIDAY, 1200, 1300, BIZ2-0301, 2, W07
DSC2008, FRIDAY, 1200, 1300, BIZ2-0301, 2, W07
DSC2008, FRIDAY, 1300, 1400, BIZ2-0301, 2, W08
DSC2008, FRIDAY, 1300, 1400, BIZ2-0301, 2, W08
DSC3201, MONDAY, 1100, 1400, BIZ1-0202, 2, L1
DSC3201, MONDAY, 1700, 2000, BIZ1-0202, 2, L2
DSC3202, TUESDAY, 1400, 1700, BIZ1-0303, 2, R1
DSC3203, TUESDAY, 1100, 1400, BIZ1-0205, 2, C1
DSC3203, THURSDAY, 1100, 1400, BIZ1-0303, 2, C2
DSC3213, THURSDAY, 1100, 1400, BIZ1-0204, 2, P1
DSC3216, FRIDAY, 1100, 1400, BIZ1-0201, 2, F1
DSC3224, TUESDAY, 1400, 1700, BIZ1-0304, 2, X1
DSC3226, MONDAY, 1100, 1400, BIZ1-0204, 2, Z1
DSC4211C, THURSDAY, 1400, 1700, BIZ2-0510, 2, G1
DSC4211G, WEDNESDAY, 1700, 2000, HSSMLCR, 2, H1
DSC5121, MONDAY, 1800, 2100, BIZ1-0203, 2, V1
DSC5211A, FRIDAY, 1800, 2100, BIZ1-0203, 2, Y1
EC1101E, FRIDAY, 1000, 1200, null, 2, 1
EC1101E, MONDAY, 1300, 1400, UTSRC-SR1, 2, W01
EC1101E, MONDAY, 1400, 1500, UTSRC-SR1, 2, W02
EC1101E, WEDNESDAY, 1500, 1600, UTSRC-SR2, 2, W03
EC1101E, WEDNESDAY, 1600, 1700, UTSRC-SR2, 2, W04
EC1301, TUESDAY, 1600, 1900, LT27, 2, 1
EC1301, WEDNESDAY, 1600, 1900, LT27, 2, 2
EC2101, THURSDAY, 1200, 1400, LT11, 2, 1
EC2101, FRIDAY, 1200, 1400, LT8, 2, 2
EC2101, MONDAY, 1200, 1300, AS7-0106, 2, W01
EC2101, MONDAY, 1300, 1400, AS7-0106, 2, W02
EC2101, MONDAY, 1400, 1500, AS4-0116, 2, W03
EC2101, MONDAY, 1500, 1600, AS4-0116, 2, W04
EC2101, MONDAY, 1600, 1700, AS4-0116, 2, W05
EC2101, MONDAY, 1700, 1800, AS4-0116, 2, W06
EC2101, TUESDAY, 900, 1000, AS3-0212, 2, W07
EC2101, TUESDAY, 1200, 1300, AS2-0509, 2, W08
EC2101, TUESDAY, 1300, 1400, AS2-0509, 2, W09
EC2101, TUESDAY, 1400, 1500, AS2-0311, 2, W10
EC2101, TUESDAY, 1500, 1600, AS3-0208, 2, W11
EC2101, WEDNESDAY, 1000, 1100, AS1-0301, 2, W12
EC2101, WEDNESDAY, 1100, 1200, AS1-0301, 2, W13
EC2101, WEDNESDAY, 1200, 1300, AS2-0509, 2, W14
EC2101, WEDNESDAY, 1300, 1400, AS2-0509, 2, W15
EC2101, WEDNESDAY, 1600, 1700, AS2-0510, 2, W16
EC2101, WEDNESDAY, 1700, 1800, AS2-0510, 2, W17
EC2101, THURSDAY, 1000, 1100, AS2-0413, 2, W18
EC2101, THURSDAY, 1100, 1200, AS2-0413, 2, W19
EC2101, FRIDAY, 1000, 1100, AS2-0509, 2, W20
EC2101, FRIDAY, 1100, 1200, AS2-0509, 2, W21
EC2101, FRIDAY, 1400, 1500, AS3-0307, 2, W22
EC2101, FRIDAY, 1500, 1600, AS3-0307, 2, W23
EC2102, TUESDAY, 1000, 1200, UT-AUD3, 2, 1
EC2102, WEDNESDAY, 1400, 1600, UT-AUD3, 2, 2
EC2102, MONDAY, 900, 1000, ERC-SR1, 2, W01
EC2102, MONDAY, 1000, 1100, ERC-SR1, 2, W02
EC2102, MONDAY, 1100, 1200, ERC-SR1, 2, W03
EC2102, MONDAY, 1200, 1300, ERC-SR1, 2, W04
EC2102, MONDAY, 1300, 1400, ERC-SR1, 2, W05
EC2102, TUESDAY, 900, 1000, ERC-SR11, 2, W06
EC2102, TUESDAY, 1200, 1300, ERC-SR11, 2, W07
EC2102, TUESDAY, 1400, 1500, UTSRC-SR1, 2, W08
EC2102, TUESDAY, 1500, 1600, UTSRC-SR1, 2, W09
EC2102, WEDNESDAY, 1000, 1100, UTSRC-SR1, 2, W10
EC2102, WEDNESDAY, 1100, 1200, UTSRC-SR1, 2, W11
EC2102, WEDNESDAY, 1200, 1300, UTSRC-SR1, 2, W12
EC2102, WEDNESDAY, 1300, 1400, UTSRC-SR1, 2, W13
EC2102, THURSDAY, 900, 1000, UTSRC-SR2, 2, W14
EC2102, THURSDAY, 1000, 1100, UTSRC-SR2, 2, W15
EC2102, THURSDAY, 1100, 1200, UTSRC-SR2, 2, W16
EC2102, THURSDAY, 1400, 1500, ERC-SR1, 2, W17
EC2102, THURSDAY, 1500, 1600, ERC-SR1, 2, W18
EC2102, FRIDAY, 1000, 1100, ERC-SR1, 2, W20
EC2102, FRIDAY, 1100, 1200, ERC-SR1, 2, W21
EC2102, FRIDAY, 1600, 1700, UTSRC-SR1, 2, W22
EC2104, MONDAY, 1400, 1600, LT8, 2, 1
EC2104, TUESDAY, 1200, 1300, AS1-0205, 2, W01
EC2104, TUESDAY, 1300, 1400, AS1-0205, 2, W02
EC2104, TUESDAY, 1400, 1500, AS2-0510, 2, W03
EC2104, TUESDAY, 1500, 1600, AS2-0510, 2, W04
EC2104, WEDNESDAY, 900, 1000, AS1-0304, 2, W05
EC2104, WEDNESDAY, 1000, 1100, AS3-0304, 2, W06
EC2104, WEDNESDAY, 1100, 1200, AS3-0304, 2, W07
EC2104, WEDNESDAY, 1200, 1300, AS2-0510, 2, W08
EC2104, WEDNESDAY, 1300, 1400, AS2-0510, 2, W09
EC2104, WEDNESDAY, 1400, 1500, AS1-0205, 2, W10
EC2104, THURSDAY, 1200, 1300, AS2-0510, 2, W11
EC2104, THURSDAY, 1300, 1400, AS2-0510, 2, W12
EC2104, FRIDAY, 1300, 1400, AS1-0304, 2, W13
EC2104, FRIDAY, 1400, 1500, AS2-0510, 2, W14
EC2104, FRIDAY, 1500, 1600, AS2-0510, 2, W15
EC2303, TUESDAY, 1200, 1400, LT8, 2, 1
EC2303, MONDAY, 900, 1000, AS1-0302, 2, W01
EC2303, MONDAY, 1200, 1300, AS2-0510, 2, W02
EC2303, MONDAY, 1300, 1400, AS2-0510, 2, W03
EC2303, MONDAY, 1400, 1500, AS2-0510, 2, W04
EC2303, WEDNESDAY, 900, 1000, AS3-0304, 2, W05
EC2303, WEDNESDAY, 1000, 1100, AS2-0510, 2, W06
EC2303, WEDNESDAY, 1100, 1200, AS2-0510, 2, W07
EC2303, WEDNESDAY, 1400, 1500, AS4-0119, 2, W08
EC2303, WEDNESDAY, 1500, 1600, AS4-0119, 2, W09
EC2303, THURSDAY, 1200, 1300, AS2-0413, 2, W10
EC2303, THURSDAY, 1300, 1400, AS2-0413, 2, W11
EC2303, THURSDAY, 1400, 1500, AS3-0307, 2, W12
EC2303, THURSDAY, 1500, 1600, AS3-0307, 2, W13
EC2303, FRIDAY, 1000, 1100, AS2-0510, 2, W14
EC2303, FRIDAY, 1100, 1200, AS2-0510, 2, W15
EC2373 / SSA2220, MONDAY, 1200, 1400, UTSRC-LT50, 2, 1
EC2373 / SSA2220, THURSDAY, 1600, 1700, TP-SR1, 2, W01
EC2373 / SSA2220, THURSDAY, 1700, 1800, TP-SR1, 2, W02
EC2373 / SSA2220, FRIDAY, 1200, 1300, ERC-SR1, 2, W03
EC2373 / SSA2220, FRIDAY, 1300, 1400, ERC-SR1, 2, W04
EC2373 / SSA2220, FRIDAY, 1400, 1500, ERC-SR1, 2, W05
EC2373 / SSA2220, FRIDAY, 1500, 1600, ERC-SR1, 2, W06
EC2374, WEDNESDAY, 1000, 1200, LT11, 2, 1
EC2374, WEDNESDAY, 1400, 1500, AS4-0206, 2, W01
EC2374, WEDNESDAY, 1500, 1600, AS4-0206, 2, W02
EC2374, WEDNESDAY, 1600, 1700, AS4-0118, 2, W03
EC2374, WEDNESDAY, 1700, 1800, AS4-0118, 2, W04
EC2374, THURSDAY, 1100, 1200, AS4-0116, 2, W05
EC3101, TUESDAY, 1400, 1600, LT11, 2, 1
EC3101, MONDAY, 1200, 1300, AS3-0214, 2, W01
EC3101, MONDAY, 1300, 1400, AS3-0214, 2, W02
EC3101, MONDAY, 1400, 1500, AS3-0214, 2, W03
EC3101, MONDAY, 1500, 1600, AS3-0214, 2, W04
EC3101, TUESDAY, 900, 1000, AS3-0306, 2, W05
EC3101, TUESDAY, 1000, 1100, AS1-0205, 2, W06
EC3101, TUESDAY, 1100, 1200, AS1-0205, 2, W07
EC3101, THURSDAY, 1200, 1300, AS3-0303, 2, W08
EC3101, THURSDAY, 1300, 1400, AS3-0303, 2, W09
EC3101, THURSDAY, 1400, 1500, AS2-0509, 2, W10
EC3101, THURSDAY, 1500, 1600, AS2-0509, 2, W11
EC3101, FRIDAY, 1400, 1500, AS3-0309, 2, W12
EC3101, FRIDAY, 1500, 1600, AS2-0509, 2, W13
EC3102, MONDAY, 1600, 1800, LT8, 2, 1
EC3102, MONDAY, 1000, 1100, AS3-0309, 2, W01
EC3102, MONDAY, 1100, 1200, AS3-0309, 2, W02
EC3102, MONDAY, 1200, 1300, AS3-0307, 2, W03
EC3102, TUESDAY, 1000, 1100, AS2-0509, 2, W04
EC3102, TUESDAY, 1100, 1200, AS2-0509, 2, W05
EC3102, TUESDAY, 1400, 1500, AS3-0307, 2, W06
EC3102, TUESDAY, 1500, 1600, AS3-0307, 2, W07
EC3102, WEDNESDAY, 1200, 1300, AS4-0118, 2, W08
EC3102, WEDNESDAY, 1300, 1400, AS1-0203, 2, W09
EC3102, WEDNESDAY, 1400, 1500, AS3-0307, 2, W10
EC3102, WEDNESDAY, 1500, 1600, AS1-0201, 2, W11
EC3102, FRIDAY, 1100, 1200, AS3-0309, 2, W13
EC3303, THURSDAY, 1400, 1600, LT8, 2, 1
EC3303, MONDAY, 1000, 1200, AS4-0117, 2, D1
EC3303, TUESDAY, 1000, 1200, AS4-0117, 2, D2
EC3303, WEDNESDAY, 1000, 1200, AS4-0117, 2, D3
EC3303, THURSDAY, 1000, 1200, AS4-0117, 2, D4
EC3303, FRIDAY, 1000, 1200, AS4-0117, 2, D5
EC3303, MONDAY, 1400, 1600, AS4-0117, 2, D6
EC3303, TUESDAY, 1400, 1600, AS4-0117, 2, D7
EC3303, MONDAY, 1000, 1200, AS4-0117, 2, E1
EC3303, TUESDAY, 1000, 1200, AS4-0117, 2, E2
EC3303, WEDNESDAY, 1000, 1200, AS4-0117, 2, E3
EC3303, THURSDAY, 1000, 1200, AS4-0117, 2, E4
EC3303, FRIDAY, 1000, 1200, AS4-0117, 2, E5
EC3303, MONDAY, 1400, 1600, AS4-0117, 2, E6
EC3304, FRIDAY, 1200, 1400, LT14, 2, 1
EC3304, MONDAY, 1200, 1400, AS4-0117, 2, D1
EC3304, TUESDAY, 1200, 1400, AS4-0117, 2, D2
EC3304, WEDNESDAY, 1200, 1400, AS4-0117, 2, D3
EC3304, MONDAY, 1200, 1400, AS4-0117, 2, E1
EC3304, TUESDAY, 1200, 1400, AS4-0117, 2, E2
EC3304, WEDNESDAY, 1200, 1400, AS4-0117, 2, E3
EC3312, FRIDAY, 1000, 1200, LT12, 2, 1
EC3312, WEDNESDAY, 1600, 1700, AS2-0509, 2, W01
EC3312, WEDNESDAY, 1700, 1800, AS2-0509, 2, W02
EC3312, THURSDAY, 1000, 1100, AS2-0509, 2, W03
EC3312, THURSDAY, 1100, 1200, AS2-0509, 2, W04
EC3322, THURSDAY, 1200, 1400, LT12, 2, 1
EC3322, TUESDAY, 1400, 1500, AS3-0212, 2, W01
EC3322, TUESDAY, 1500, 1600, AS3-0212, 2, W02
EC3322, WEDNESDAY, 1000, 1100, AS3-0309, 2, W03
EC3322, WEDNESDAY, 1100, 1200, AS3-0309, 2, W04
EC3332, WEDNESDAY, 1600, 1800, LT9, 2, 1
EC3332, MONDAY, 1000, 1100, AS2-0509, 2, W01
EC3332, MONDAY, 1100, 1200, AS2-0509, 2, W02
EC3332, MONDAY, 1600, 1700, AS3-0304, 2, W03
EC3332, MONDAY, 1700, 1800, AS3-0304, 2, W04
EC3332, WEDNESDAY, 1200, 1300, AS3-0212, 2, W05
EC3332, WEDNESDAY, 1300, 1400, AS3-0212, 2, W06
EC3332, THURSDAY, 1000, 1100, AS1-0205, 2, W07
EC3332, THURSDAY, 1100, 1200, AS1-0205, 2, W08
EC3333, WEDNESDAY, 1400, 1600, LT9, 2, 1
EC3333, MONDAY, 1200, 1300, AS2-0509, 2, W01
EC3333, MONDAY, 1300, 1400, AS2-0509, 2, W02
EC3333, WEDNESDAY, 900, 1000, AS7-0106, 2, W03
EC3333, WEDNESDAY, 1000, 1100, AS7-0106, 2, W04
EC3333, THURSDAY, 1400, 1500, AS1-0304, 2, W05
EC3333, THURSDAY, 1500, 1600, AS1-0304, 2, W06
EC3333, FRIDAY, 1400, 1500, AS3-0213, 2, W07
EC3333, FRIDAY, 1500, 1600, AS3-0213, 2, W08
EC3341, THURSDAY, 1000, 1200, LT10, 2, 1
EC3341, MONDAY, 1000, 1100, AS3-0212, 2, W01
EC3341, MONDAY, 1100, 1200, AS3-0212, 2, W02
EC3341, TUESDAY, 1200, 1300, AS2-0510, 2, W03
EC3341, TUESDAY, 1300, 1400, AS2-0510, 2, W04
EC3341, WEDNESDAY, 1400, 1500, AS3-0212, 2, W05
EC3341, WEDNESDAY, 1500, 1600, AS3-0212, 2, W06
EC3351, FRIDAY, 1400, 1600, LT14, 2, 1
EC3351, TUESDAY, 1100, 1200, AS2-0510, 2, W02
EC3351, THURSDAY, 1100, 1200, AS2-0510, 2, W04
EC3351, THURSDAY, 1400, 1500, AS2-0510, 2, W05
EC3351, THURSDAY, 1500, 1600, AS2-0510, 2, W06
EC3352, WEDNESDAY, 900, 1200, AS2-0312, 2, 1
EC3361, TUESDAY, 1000, 1200, LT12, 2, 1
EC3361, WEDNESDAY, 1400, 1500, AS2-0510, 2, W01
EC3361, WEDNESDAY, 1500, 1600, AS2-0510, 2, W02
EC3361, FRIDAY, 1000, 1100, AS3-0213, 2, W03
EC3361, FRIDAY, 1100, 1200, AS3-0213, 2, W04
EC3361, FRIDAY, 1200, 1300, AS4-0116, 2, W05
EC3361, FRIDAY, 1300, 1400, AS4-0116, 2, W06
EC3371, TUESDAY, 1200, 1400, LT14, 2, 1
EC3371, WEDNESDAY, 1000, 1100, AS2-0509, 2, W01
EC3371, WEDNESDAY, 1100, 1200, AS2-0509, 2, W02
EC3371, WEDNESDAY, 1600, 1700, AS1-0301, 2, W03
EC3371, FRIDAY, 1200, 1300, AS4-0119, 2, W05
EC3371, FRIDAY, 1300, 1400, AS4-0119, 2, W06
EC3375, MONDAY, 1000, 1200, LT14, 2, 1
EC3375, MONDAY, 1400, 1500, AS2-0509, 2, W01
EC3375, MONDAY, 1500, 1600, AS2-0509, 2, W02
EC3375, TUESDAY, 1200, 1300, AS6-0212, 2, W03
EC3375, TUESDAY, 1300, 1400, AS3-0309, 2, W04
EC3376, FRIDAY, 1600, 1800, AS4-0119, 2, 1
EC3376, FRIDAY, 1800, 1900, AS4-0119, 2, W05
EC3377, FRIDAY, 1200, 1400, LT12, 2, 1
EC3377, THURSDAY, 1400, 1600, AS3-0212, 2, D01
EC3377, FRIDAY, 1400, 1600, AS3-0212, 2, D02
EC3377, FRIDAY, 1400, 1600, AS3-0212, 2, E02
EC3381, TUESDAY, 1800, 2000, LT12, 2, 1
EC3381, WEDNESDAY, 1200, 1300, AS4-0116, 2, W01
EC3381, WEDNESDAY, 1600, 1700, AS4-0119, 2, W03
EC3381, WEDNESDAY, 1700, 1800, AS4-0119, 2, W04
EC3384, WEDNESDAY, 1200, 1400, LT12, 2, 1
EC3384, THURSDAY, 1200, 1300, AS3-0304, 2, W01
EC3384, THURSDAY, 1300, 1400, AS3-0304, 2, W02
EC3384, THURSDAY, 1400, 1500, AS3-0309, 2, W03
EC3384, THURSDAY, 1500, 1600, AS3-0309, 2, W04
EC3394, MONDAY, 1200, 1400, LT10, 2, 1
EC3394, TUESDAY, 1400, 1500, AS3-0303, 2, W01
EC3394, WEDNESDAY, 1400, 1500, AS2-0509, 2, W03
EC3394, WEDNESDAY, 1500, 1600, AS2-0509, 2, W04
EC3396, MONDAY, 1400, 1700, AS2-0312, 2, 1
EC3880B, THURSDAY, 1400, 1700, AS2-0413, 2, 1
EC4101, TUESDAY, 1300, 1600, AS6-0212, 2, 1
EC4101, THURSDAY, 1200, 1500, AS6-0212, 2, 2
EC4102, MONDAY, 1400, 1700, AS7-0119, 2, 1
EC4102, TUESDAY, 900, 1200, AS2-0413, 2, 2
EC4324, MONDAY, 900, 1200, AS2-0312, 2, 1
EC4332, WEDNESDAY, 1500, 1800, AS6-0214, 2, 1
EC4333, WEDNESDAY, 900, 1200, AS2-0413, 2, 1
EC4341, WEDNESDAY, 1200, 1500, AS1-0304, 2, 1
